,date,address,species,block,street,trap,addressnumberandstreet,latitude,longitude,addressaccuracy,nummosquitos,wnvpresent,year,month,day,dayofweek,week,coordinates,station,tmax,tmin,tavg,depart,dewpoint,wetbulb,sunrise,sunset,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,heatcool,normal
12,2007-05-29,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0,2007,5,29,2,22,"(41.921965, -87.632085)",2,88,65,77,11,59,66,0421,1917,"['BR', 'HZ']",0.00,29.44,30.09,5.8,16,7.4,-12,66
13,2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,2007,5,29,2,22,"(41.688324, -87.676709)",2,88,65,77,11,59,66,0421,1917,"['BR', 'HZ']",0.00,29.44,30.09,5.8,16,7.4,-12,66
14,2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,2007,5,29,2,22,"(41.688324, -87.676709)",2,88,65,77,11,59,66,0421,1917,"['BR', 'HZ']",0.00,29.44,30.09,5.8,16,7.4,-12,66
15,2007-05-29,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1,0,2007,5,29,2,22,"(41.862292, -87.64886)",2,88,65,77,11,59,66,0421,1917,"['BR', 'HZ']",0.00,29.44,30.09,5.8,16,7.4,-12,66
16,2007-05-29,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,3,0,2007,5,29,2,22,"(41.720848, -87.666014)",2,88,65,77,11,59,66,0421,1917,"['BR', 'HZ']",0.00,29.44,30.09,5.8,16,7.4,-12,66
17,2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0,2007,5,29,2,22,"(41.731922, -87.677512)",2,88,65,77,11,59,66,0421,1917,"['BR', 'HZ']",0.00,29.44,30.09,5.8,16,7.4,-12,66
18,2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,5,29,2,22,"(41.731922, -87.677512)",2,88,65,77,11,59,66,0421,1917,"['BR', 'HZ']",0.00,29.44,30.09,5.8,16,7.4,-12,66
19,2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,2007,5,29,2,22,"(41.891126, -87.61156)",2,88,65,77,11,59,66,0421,1917,"['BR', 'HZ']",0.00,29.44,30.09,5.8,16,7.4,-12,66
20,2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0,2007,5,29,2,22,"(41.891126, -87.61156)",2,88,65,77,11,59,66,0421,1917,"['BR', 'HZ']",0.00,29.44,30.09,5.8,16,7.4,-12,66
21,2007-05-29,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,1,0,2007,5,29,2,22,"(41.999129, -87.795585)",1,88,60,74,10,58,65,0421,1917,"['BR', 'HZ']",0.00,29.39,30.11,5.8,18,6.5,-9,64
22,2007-05-29,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,1,0,2007,5,29,2,22,"(42.01743, -87.687769)",1,88,60,74,10,58,65,0421,1917,"['BR', 'HZ']",0.00,29.39,30.11,5.8,18,6.5,-9,64
23,2007-05-29,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0,2007,5,29,2,22,"(41.907645, -87.760886)",2,88,65,77,11,59,66,0421,1917,"['BR', 'HZ']",0.00,29.44,30.09,5.8,16,7.4,-12,66
24,2007-05-29,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2007,5,29,2,22,"(41.732984, -87.649642)",2,88,65,77,11,59,66,0421,1917,"['BR', 'HZ']",0.00,29.44,30.09,5.8,16,7.4,-12,66
25,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0,2007,6,5,2,23,"(41.95469, -87.800991)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
26,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,5,0,2007,6,5,2,23,"(41.95469, -87.800991)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
27,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0,2007,6,5,2,23,"(41.95469, -87.800991)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
28,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0,2007,6,5,2,23,"(41.974089, -87.824812)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
29,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0,2007,6,5,2,23,"(41.974089, -87.824812)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
30,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2007,6,5,2,23,"(41.9216, -87.666455)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
31,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0,2007,6,5,2,23,"(41.9216, -87.666455)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
32,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2007,6,5,2,23,"(41.9216, -87.666455)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
33,2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,1,0,2007,6,5,2,23,"(41.891118, -87.654491)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
34,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2007,6,5,2,23,"(41.867108, -87.654224)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
35,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2007,6,5,2,23,"(41.867108, -87.654224)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
36,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0,2007,6,5,2,23,"(41.867108, -87.654224)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
37,2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0,2007,6,5,2,23,"(41.896282, -87.655232)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
38,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,6,5,2,23,"(41.919343, -87.694259)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
39,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,6,5,2,23,"(41.919343, -87.694259)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
40,2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0,2007,6,5,2,23,"(41.921965, -87.632085)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
41,2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0,2007,6,5,2,23,"(41.688324, -87.676709)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
42,2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,0,2007,6,5,2,23,"(41.720848, -87.666014)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
43,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,5,2,23,"(41.731922, -87.677512)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
44,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,5,2,23,"(41.731922, -87.677512)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
45,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,5,2,23,"(41.731922, -87.677512)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
46,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,2,0,2007,6,5,2,23,"(41.999129, -87.795585)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
47,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,9,0,2007,6,5,2,23,"(41.999129, -87.795585)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
48,2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0,2007,6,5,2,23,"(41.907645, -87.760886)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
49,2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2007,6,5,2,23,"(41.732984, -87.649642)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
50,2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,0,2007,6,5,2,23,"(41.981964, -87.812827)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
51,2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,2007,6,5,2,23,"(41.944869, -87.832763)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
52,2007-06-05,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,1,0,2007,6,5,2,23,"(42.011601, -87.811506)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
53,2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9,1,0,2007,6,5,2,23,"(41.94983, -87.698457)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
54,2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,2007,6,5,2,23,"(41.979243, -87.750938)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
55,2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,0,2007,6,5,2,23,"(41.986921, -87.689778)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
56,2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,1,0,2007,6,5,2,23,"(41.801498, -87.763416)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
57,2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,0,2007,6,5,2,23,"(41.906638, -87.701431)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
58,2007-06-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,1,0,2007,6,5,2,23,"(41.723195, -87.64997)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
59,2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1,0,2007,6,5,2,23,"(41.868077, -87.666901)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
60,2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,7,0,2007,6,5,2,23,"(41.868077, -87.666901)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
61,2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,1,0,2007,6,5,2,23,"(41.869216, -87.627561)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
62,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,2,0,2007,6,5,2,23,"(41.662014, -87.724608)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
63,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,4,0,2007,6,5,2,23,"(41.662014, -87.724608)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
64,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,1,0,2007,6,5,2,23,"(41.662014, -87.724608)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
65,2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0,2007,6,5,2,23,"(41.961743, -87.76007)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
66,2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,2,0,2007,6,5,2,23,"(41.961743, -87.76007)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
67,2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,1,0,2007,6,5,2,23,"(41.953067, -87.776792)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
68,2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,3,0,2007,6,5,2,23,"(41.953067, -87.776792)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
69,2007-06-05,"Chicago, IL, USA",CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,3,0,2007,6,5,2,23,"(41.878114, -87.629798)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
70,2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,1,0,2007,6,5,2,23,"(41.958271, -87.702575)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
71,2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,2,0,2007,6,5,2,23,"(41.958271, -87.702575)",1,64,47,56,-9,48,51,0417,1923,"['RA', 'BR']",0.42,29.10,29.79,5.2,5,7.6,9,65
72,2007-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0,2007,6,5,2,23,"(41.932094, -87.700117)",2,63,51,57,-10,47,52,0417,1923,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1,8,67
